id,title,asset,givens_81,solution_81,clues,stored_difficulty,stored_score,rerated_difficulty,rerated_score,human_solved,solution_count,step_count,required_techniques,technique_counts,ranked_eligible,audit_reason
extreme_148,Extreme Challenge 148,assets/puzzles/extreme/extreme_03.json,020600007030074010070005800403097000507000006800400000000001074000200000081700900,125638497638974512974125863463597281597812346812463759259381674746259138381746925,27,expert,220,medium,171,true,1,60,hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:17|naked_pair:4|naked_single:37|pointing_pair:2,true,"Considered hard/expert because it requires naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 171, and the rater has no Extreme output band."
extreme_135,Extreme Challenge 135,assets/puzzles/extreme/extreme_03.json,703610008000090160000000907200100500600000000071000092100060279400009000020500000,793615428842397165516248937289173546654982713371456892135864279468729351927531684,27,expert,220,medium,170,true,1,60,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,naked_single:40|hidden_single:14|naked_pair:3|hidden_pair:2|pointing_pair:1,true,"Considered hard/expert because it requires hidden_pair, naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 170, and the rater has no Extreme output band."
extreme_138,Extreme Challenge 138,assets/puzzles/extreme/extreme_03.json,004800000000730601080950000060000008430600007007040100010200000846090003000080005,374861592592734681681952374169527438438619257257348169915273846846195723723486915,27,expert,220,medium,170,true,1,60,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:12|hidden_pair:1|pointing_pair:3|naked_single:42|naked_pair:2,true,"Considered hard/expert because it requires hidden_pair, naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 170, and the rater has no Extreme output band."
extreme_151,Extreme Challenge 151,assets/puzzles/extreme/extreme_03.json,020010000875000049000005000032000000007300600600847003003020080040070216060000000,326914857875236149194785362532169478487352691619847523753621984948573216261498735,27,expert,220,medium,168,true,1,60,hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:16|naked_single:38|naked_pair:5|pointing_pair:1,true,"Considered hard/expert because it requires naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 168, and the rater has no Extreme output band."
extreme_123,Extreme Challenge 123,assets/puzzles/extreme/extreme_03.json,004950300000713200000400050020800005700100000060030420043008000000000000506300092,284956317659713284317482659421869735735124968968537421143298576892675143576341892,27,expert,220,medium,167,true,1,59,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,naked_single:36|hidden_single:18|naked_pair:2|hidden_pair:2|pointing_pair:1,true,"Considered hard/expert because it requires hidden_pair, naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 167, and the rater has no Extreme output band."
extreme_064,Extreme Challenge 64,assets/puzzles/extreme/extreme_02.json,050000900002003010800100000603001000010074000000008020700300850500000439394080002,156427983472893615839165247683251794215974368947638521721349856568712439394586172,28,expert,220,medium,166,true,1,58,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:17|naked_single:36|naked_pair:1|hidden_pair:2|pointing_pair:2,true,"Considered hard/expert because it requires hidden_pair, naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 166, and the rater has no Extreme output band."
extreme_216,Extreme Challenge 216,assets/puzzles/extreme/extreme_04.json,005020010700400006000060070030040000001806000247100800500003000076004008000900007,865327419723491586194568372638742195951836724247159863589673241376214958412985637,26,expert,220,medium,166,true,1,60,hidden_single|naked_pair|naked_single|pointing_pair,naked_single:38|hidden_single:17|naked_pair:3|pointing_pair:2,true,"Considered hard/expert because it requires naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 166, and the rater has no Extreme output band."
extreme_251,Extreme Challenge 251,assets/puzzles/extreme/extreme_05.json,070000106100000890094300000000078060700000052901500000419000000000040020600007009,275984136136725894894316275352478961748691352961532748419263587587149623623857419,26,expert,220,medium,166,true,1,61,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,naked_single:45|hidden_single:10|naked_pair:4|hidden_pair:1|pointing_pair:1,true,"Considered hard/expert because it requires hidden_pair, naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 166, and the rater has no Extreme output band."
extreme_208,Extreme Challenge 208,assets/puzzles/extreme/extreme_04.json,000000964040000000801000005100006300060200008003040500010070030090302000008401700,752813964649725183831694275184956327965237418273148596416579832597382641328461759,26,expert,220,medium,165,true,1,62,hidden_single|naked_pair|naked_single,naked_single:49|hidden_single:6|naked_pair:7,true,"Considered hard/expert because it requires naked_pair; not true Extreme because current rater classifies the puzzle as medium with score 165, and the rater has no Extreme output band."
extreme_269,Extreme Challenge 269,assets/puzzles/extreme/extreme_05.json,800060002000400000040087090400000900020001008000090071365000700000630010009004060,857963142693412857142587693471358926926741538538296471365129784784635219219874365,26,expert,220,medium,164,true,1,59,hidden_pair|hidden_single|naked_single|pointing_pair,hidden_single:18|naked_single:37|pointing_pair:3|hidden_pair:1,true,"Considered hard/expert because it requires hidden_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 164, and the rater has no Extreme output band."
extreme_040,Extreme Challenge 40,assets/puzzles/extreme/extreme_01.json,001000945900200700003040600010372000000000060840160200000000009072003050000004120,621837945954216738783549612516372894237498561849165273465721389172983456398654127,28,expert,220,medium,163,true,1,58,hidden_pair|hidden_single|naked_pair|naked_single,hidden_single:18|hidden_pair:2|naked_pair:3|naked_single:35,true,"Considered hard/expert because it requires hidden_pair, naked_pair; not true Extreme because current rater classifies the puzzle as medium with score 163, and the rater has no Extreme output band."
extreme_045,Extreme Challenge 45,assets/puzzles/extreme/extreme_01.json,025000003678019200010020000000006002100000807050004060530800009007000008002060010,425678193678319254319425786784196532196253847253784961531842679967531428842967315,28,expert,220,medium,163,true,1,58,hidden_pair|hidden_single|naked_pair|naked_single,naked_single:35|hidden_single:18|naked_pair:3|hidden_pair:2,true,"Considered hard/expert because it requires hidden_pair, naked_pair; not true Extreme because current rater classifies the puzzle as medium with score 163, and the rater has no Extreme output band."
extreme_178,Extreme Challenge 178,assets/puzzles/extreme/extreme_03.json,800070346034000005000306900200000100040069000900002050089004630000030007060000000,891275346634918275527346918278453169345169782916782453789524631452631897163897524,27,expert,220,medium,163,true,1,58,hidden_single|naked_single|pointing_pair,hidden_single:19|pointing_pair:4|naked_single:35,true,"Considered hard/expert because it requires pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 163, and the rater has no Extreme output band."
extreme_213,Extreme Challenge 213,assets/puzzles/extreme/extreme_04.json,000700030021000900590000000802000300000903000100286500000640100000090020005308700,648759231321864957597132468862475319754913682139286574283647195476591823915328746,26,expert,220,medium,163,true,1,60,hidden_pair|hidden_single|naked_pair|naked_single,hidden_single:12|naked_pair:2|hidden_pair:3|naked_single:43,true,"Considered hard/expert because it requires hidden_pair, naked_pair; not true Extreme because current rater classifies the puzzle as medium with score 163, and the rater has no Extreme output band."
extreme_256,Extreme Challenge 256,assets/puzzles/extreme/extreme_05.json,060000000500900120409060003057000000000009000200318000090000050085000302001507009,162835497538974126479261583957642831813759264246318975694123758785496312321587649,26,expert,220,medium,162,true,1,60,hidden_pair|hidden_single|naked_pair|naked_single,naked_single:40|hidden_single:15|naked_pair:4|hidden_pair:1,true,"Considered hard/expert because it requires hidden_pair, naked_pair; not true Extreme because current rater classifies the puzzle as medium with score 162, and the rater has no Extreme output band."
extreme_081,Extreme Challenge 81,assets/puzzles/extreme/extreme_02.json,047050600320700001500002080050100260000000000600470003003000000270509010400300007,847951632326784951519632784754193268931268475682475193163827549278549316495316827,28,expert,220,medium,160,true,1,57,hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:22|naked_pair:2|pointing_pair:2|naked_single:31,true,"Considered hard/expert because it requires naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 160, and the rater has no Extreme output band."
extreme_006,Extreme Challenge 06,assets/puzzles/extreme/extreme_01.json,040300000000040020200060089002000910075001002000000740950103000080020094700400000,849312657567948123213765489632574918475891362198236745954183276381627594726459831,27,expert,220,medium,159,true,1,58,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:17|naked_pair:1|naked_single:37|hidden_pair:1|pointing_pair:2,true,"Considered hard/expert because it requires hidden_pair, naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 159, and the rater has no Extreme output band."
extreme_158,Extreme Challenge 158,assets/puzzles/extreme/extreme_03.json,000070390600100000000369080000000801300806005000400070000200750410090030907000010,281574396693128547745369182524937861379816425168452973836241759412795638957683214,27,expert,220,medium,159,true,1,58,hidden_pair|hidden_single|naked_pair|naked_single,naked_single:35|hidden_single:19|naked_pair:2|hidden_pair:2,true,"Considered hard/expert because it requires hidden_pair, naked_pair; not true Extreme because current rater classifies the puzzle as medium with score 159, and the rater has no Extreme output band."
extreme_235,Extreme Challenge 235,assets/puzzles/extreme/extreme_04.json,000900000800000007023001900000204000010700600987650000090000524200000800630500000,174968352869325417523471986356214798412789635987653241791836524245197863638542179,26,expert,220,medium,159,true,1,60,hidden_single|naked_pair|naked_single|pointing_pair,naked_single:43|hidden_single:12|naked_pair:4|pointing_pair:1,true,"Considered hard/expert because it requires naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 159, and the rater has no Extreme output band."
extreme_073,Extreme Challenge 73,assets/puzzles/extreme/extreme_02.json,200010900001000026804702001005300807600000000000800015748000000010400002000009470,276513984351948726894762531125394867687251349439876215748625193913487652562139478,28,expert,220,medium,155,true,1,58,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:10|naked_pair:3|hidden_pair:1|pointing_pair:1|naked_single:43,true,"Considered hard/expert because it requires hidden_pair, naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 155, and the rater has no Extreme output band."
extreme_095,Extreme Challenge 95,assets/puzzles/extreme/extreme_02.json,000007500360080002050040600030076000700000309145000000000108000608050703020000068,492637581367581942851942637239876415786415329145329876973168254618254793524793168,28,expert,220,medium,155,true,1,57,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,naked_single:36|hidden_single:17|naked_pair:2|hidden_pair:1|pointing_pair:1,true,"Considered hard/expert because it requires hidden_pair, naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 155, and the rater has no Extreme output band."
extreme_255,Extreme Challenge 255,assets/puzzles/extreme/extreme_05.json,000075080813000270000300000690000410000400700100700002300000000000100604080630090,469275381813946275752381946697852413528413769134769852346597128975128634281634597,26,expert,220,medium,155,true,1,60,hidden_single|naked_pair|naked_single|pointing_pair,naked_single:49|hidden_single:6|naked_pair:3|pointing_pair:2,true,"Considered hard/expert because it requires naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 155, and the rater has no Extreme output band."
extreme_034,Extreme Challenge 34,assets/puzzles/extreme/extreme_01.json,604800001009050400175000000891000003700020190000008050000009305060200009007600000,634892571289751436175346982891567243756423198342918657428179365563284719917635824,28,expert,220,medium,154,true,1,57,hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:14|naked_pair:1|pointing_pair:3|naked_single:39,true,"Considered hard/expert because it requires naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 154, and the rater has no Extreme output band."
extreme_129,Extreme Challenge 129,assets/puzzles/extreme/extreme_03.json,093700010016400000700000390002610050070000000300000100100000002000008569065003700,493782615516439827728561394842617953671395248359824176187956432234178569965243781,27,expert,220,medium,154,true,1,57,hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:23|naked_pair:2|pointing_pair:1|naked_single:31,true,"Considered hard/expert because it requires naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 154, and the rater has no Extreme output band."
extreme_227,Extreme Challenge 227,assets/puzzles/extreme/extreme_04.json,050360000100400800000050103729003000000900005005010700570000040001000000630109502,857361294163492857294758163729583416416927385385614729572836941941275638638149572,28,expert,220,medium,154,true,1,57,hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:16|naked_single:37|naked_pair:2|pointing_pair:2,true,"Considered hard/expert because it requires naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 154, and the rater has no Extreme output band."
extreme_074,Extreme Challenge 74,assets/puzzles/extreme/extreme_02.json,805600000070201400000000709003840000428005600700000200500009340034008010000020000,845697123976231458312584769163842597428975631759316284587169342234758916691423875,28,expert,220,medium,153,true,1,57,hidden_pair|hidden_single|naked_pair|naked_single,naked_single:36|hidden_single:17|naked_pair:3|hidden_pair:1,true,"Considered hard/expert because it requires hidden_pair, naked_pair; not true Extreme because current rater classifies the puzzle as medium with score 153, and the rater has no Extreme output band."
extreme_172,Extreme Challenge 172,assets/puzzles/extreme/extreme_03.json,000009008006070010000130509650000080000003000030260400040000030000300954000590801,321659748596478312784132569652947183479813625138265497945781236817326954263594871,27,expert,220,medium,153,true,1,59,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:4|naked_pair:2|hidden_pair:1|pointing_pair:2|naked_single:50,true,"Considered hard/expert because it requires hidden_pair, naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 153, and the rater has no Extreme output band."
extreme_180,Extreme Challenge 180,assets/puzzles/extreme/extreme_03.json,060040700080000002010609004530060400400010006070900030003500009000001000607090040,962843715384157962715629384531762498498315276276984531143576829829431657657298143,27,expert,220,medium,153,true,1,57,hidden_single|naked_single|pointing_pair,hidden_single:18|pointing_pair:3|naked_single:36,true,"Considered hard/expert because it requires pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 153, and the rater has no Extreme output band."
extreme_187,Extreme Challenge 187,assets/puzzles/extreme/extreme_04.json,010050000800040207070098340080060000430005070500800000003900600002000000040001020,314752896869143257275698341987364512436215978521879463153927684792486135648531729,26,expert,220,medium,153,true,1,59,hidden_pair|hidden_single|naked_pair|naked_single,naked_single:42|hidden_single:13|naked_pair:3|hidden_pair:1,true,"Considered hard/expert because it requires hidden_pair, naked_pair; not true Extreme because current rater classifies the puzzle as medium with score 153, and the rater has no Extreme output band."
extreme_250,Extreme Challenge 250,assets/puzzles/extreme/extreme_05.json,900500824000760000100004009500000900043007000000600400000900013001478000059000000,967531824482769351135284679516342987243897165798615432874956213321478596659123748,26,expert,220,medium,153,true,1,59,hidden_single|naked_pair|naked_single,hidden_single:15|naked_pair:4|naked_single:40,true,"Considered hard/expert because it requires naked_pair; not true Extreme because current rater classifies the puzzle as medium with score 153, and the rater has no Extreme output band."
extreme_191,Extreme Challenge 191,assets/puzzles/extreme/extreme_04.json,090000068001390700000600200000900300500814092000070000000200000008030510000005026,392457168681392745457681239814926357573814692926573481145268973268739514739145826,26,expert,220,medium,152,true,1,60,hidden_single|naked_pair|naked_single,naked_single:48|hidden_single:7|naked_pair:5,true,"Considered hard/expert because it requires naked_pair; not true Extreme because current rater classifies the puzzle as medium with score 152, and the rater has no Extreme output band."
extreme_192,Extreme Challenge 192,assets/puzzles/extreme/extreme_04.json,040080051600501003007000000000000005503800102070000600000020007000350060000609208,349286751628571943157493826486712395593864172271935684964128537812357469735649218,26,expert,220,medium,152,true,1,58,hidden_single|naked_pair|naked_single,hidden_single:21|naked_pair:3|naked_single:34,true,"Considered hard/expert because it requires naked_pair; not true Extreme because current rater classifies the puzzle as medium with score 152, and the rater has no Extreme output band."
extreme_209,Extreme Challenge 209,assets/puzzles/extreme/extreme_04.json,640000000000000209072000140304006000000080050000005701709002000036700528000003000,641927385583614279972538146354176892167289453298345761719852634436791528825463917,26,expert,220,medium,152,true,1,59,hidden_single|naked_pair|naked_single|pointing_pair,naked_single:45|hidden_single:10|naked_pair:2|pointing_pair:2,true,"Considered hard/expert because it requires naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 152, and the rater has no Extreme output band."
extreme_237,Extreme Challenge 237,assets/puzzles/extreme/extreme_04.json,000095780037000020200000000940002000703008090001050000500009000078000030002007450,416295783837461925259873641945732168723618594681954372564329817178546239392187456,26,expert,220,medium,152,true,1,58,hidden_pair|hidden_single|naked_pair|naked_single,hidden_single:17|naked_single:38|hidden_pair:2|naked_pair:1,true,"Considered hard/expert because it requires hidden_pair, naked_pair; not true Extreme because current rater classifies the puzzle as medium with score 152, and the rater has no Extreme output band."
extreme_017,Extreme Challenge 17,assets/puzzles/extreme/extreme_01.json,004000002080000650050200003600020034000001009000438100160500200042160000597000000,314756982289314657756289413671925834438671529925438176163597248842163795597842361,29,expert,220,medium,151,true,1,56,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:13|naked_single:39|hidden_pair:1|pointing_pair:2|naked_pair:1,true,"Considered hard/expert because it requires hidden_pair, naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 151, and the rater has no Extreme output band."
extreme_234,Extreme Challenge 234,assets/puzzles/extreme/extreme_04.json,070050000800010050290008007040200000003400192009005000000107005008000701000000340,471952863836714259295368417647291538583476192129835674364127985958643721712589346,26,expert,220,medium,151,true,1,58,hidden_single|naked_pair|naked_single|pointing_pair,naked_single:37|hidden_single:18|naked_pair:2|pointing_pair:1,true,"Considered hard/expert because it requires naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 151, and the rater has no Extreme output band."
extreme_038,Extreme Challenge 38,assets/puzzles/extreme/extreme_01.json,001000034004068090000037800200604080009020000000001500468200300090000040530800000,681592734374168295925437861253674189819325476746981523468219357192753648537846912,28,expert,220,medium,150,true,1,57,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:12|naked_pair:2|hidden_pair:1|pointing_pair:1|naked_single:41,true,"Considered hard/expert because it requires hidden_pair, naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 150, and the rater has no Extreme output band."
extreme_210,Extreme Challenge 210,assets/puzzles/extreme/extreme_04.json,100002070746003000000004005004500082810000000000000964000000001000498030300005800,135982476746153298928764315694537182812649753573821964489376521251498637367215849,26,expert,220,medium,150,true,1,58,hidden_pair|hidden_single|naked_pair|naked_single,naked_single:38|hidden_single:17|naked_pair:2|hidden_pair:1,true,"Considered hard/expert because it requires hidden_pair, naked_pair; not true Extreme because current rater classifies the puzzle as medium with score 150, and the rater has no Extreme output band."
extreme_219,Extreme Challenge 219,assets/puzzles/extreme/extreme_04.json,000000400598300000300020900730290004210000000000000109070000000003600200920008701,162589437598374612347126958736291584219845376854763129671952843483617295925438761,26,expert,220,medium,150,true,1,58,hidden_single|naked_pair|naked_single,naked_single:36|hidden_single:19|naked_pair:3,true,"Considered hard/expert because it requires naked_pair; not true Extreme because current rater classifies the puzzle as medium with score 150, and the rater has no Extreme output band."
extreme_030,Extreme Challenge 30,assets/puzzles/extreme/extreme_01.json,807002013020000006500780000010030000378060000004501000000310060080000000006295100,867942513429153876531786492215837649378469251694521387952318764183674925746295138,28,expert,220,medium,149,true,1,57,hidden_single|naked_pair|naked_single,hidden_single:15|naked_single:38|naked_pair:4,true,"Considered hard/expert because it requires naked_pair; not true Extreme because current rater classifies the puzzle as medium with score 149, and the rater has no Extreme output band."
extreme_058,Extreme Challenge 58,assets/puzzles/extreme/extreme_01.json,500040100040300020103600000054700000000009087380000900000090030700100060031504700,526948173849371526173625849954783612612459387387216954465897231798132465231564798,28,expert,220,medium,149,true,1,56,hidden_single|naked_pair|naked_single|pointing_pair,naked_single:33|hidden_single:20|naked_pair:2|pointing_pair:1,true,"Considered hard/expert because it requires naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 149, and the rater has no Extreme output band."
extreme_087,Extreme Challenge 87,assets/puzzles/extreme/extreme_02.json,000100003600000150050030078000000089580000700730090001004806200800009000005000867,978125643643987152152634978421763589589412736736598421314876295867259314295341867,28,expert,220,medium,149,true,1,57,hidden_pair|hidden_single|naked_pair|naked_single,naked_single:42|hidden_single:11|naked_pair:2|hidden_pair:2,true,"Considered hard/expert because it requires hidden_pair, naked_pair; not true Extreme because current rater classifies the puzzle as medium with score 149, and the rater has no Extreme output band."
extreme_220,Extreme Challenge 220,assets/puzzles/extreme/extreme_04.json,000000001007264900003000260048000090000090407300080500000700040060000009000048052,426935871187264935593871264748526193652193487319487526235719648864352719971648352,26,expert,220,medium,149,true,1,59,hidden_pair|hidden_single|naked_pair|naked_single,naked_single:46|hidden_single:9|naked_pair:3|hidden_pair:1,true,"Considered hard/expert because it requires hidden_pair, naked_pair; not true Extreme because current rater classifies the puzzle as medium with score 149, and the rater has no Extreme output band."
extreme_260,Extreme Challenge 260,assets/puzzles/extreme/extreme_05.json,000500670005060903060002000000900200070003000020610049000009001030700400040008060,293581674185467923764392815516974238479823156328615749657249381831756492942138567,26,expert,220,medium,149,true,1,59,hidden_single|naked_pair|naked_single,hidden_single:11|naked_single:44|naked_pair:4,true,"Considered hard/expert because it requires naked_pair; not true Extreme because current rater classifies the puzzle as medium with score 149, and the rater has no Extreme output band."
extreme_089,Extreme Challenge 89,assets/puzzles/extreme/extreme_02.json,800265000000000008047003000200001809000508072050020030010804000004009007500002080,893265741625417398147983526276341859431598672958726134712834965384659217569172483,28,expert,220,medium,148,true,1,57,hidden_single|naked_pair|naked_single,naked_single:39|hidden_single:14|naked_pair:4,true,"Considered hard/expert because it requires naked_pair; not true Extreme because current rater classifies the puzzle as medium with score 148, and the rater has no Extreme output band."
extreme_161,Extreme Challenge 161,assets/puzzles/extreme/extreme_03.json,007080000100300590000010030280000300716000082000000600370090000050208170000001009,437985261162347598895612734289176345716453982543829617371594826954268173628731459,27,expert,220,medium,148,true,1,57,hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:15|naked_single:39|naked_pair:1|pointing_pair:2,true,"Considered hard/expert because it requires naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 148, and the rater has no Extreme output band."
extreme_173,Extreme Challenge 173,assets/puzzles/extreme/extreme_03.json,670100080080000005005003670000008010000500309507040060006000004004750030900020000,672195483483672195195483672349268517268517349517349268756931824824756931931824756,27,expert,220,medium,148,true,1,57,hidden_single|naked_pair|naked_single|pointing_pair,naked_single:37|hidden_single:17|naked_pair:2|pointing_pair:1,true,"Considered hard/expert because it requires naked_pair, pointing_pair; not true Extreme because current rater classifies the puzzle as medium with score 148, and the rater has no Extreme output band."
extreme_229,Extreme Challenge 229,assets/puzzles/extreme/extreme_04.json,004100052000000001300007400632000040400002000008901000000600080009400000200009314,984136752527894631316257498632578149491362875758941263143625987879413526265789314,26,expert,220,medium,148,true,1,57,hidden_single|naked_pair|naked_single,hidden_single:24|naked_single:31|naked_pair:2,true,"Considered hard/expert because it requires naked_pair; not true Extreme because current rater classifies the puzzle as medium with score 148, and the rater has no Extreme output band."
