pack_id,pack_title,expected_band,puzzle_id,stored_difficulty,stored_score,rerated_difficulty,rerated_score,clues,human_solved,solution_count,aligned,required_techniques
tea_moments,Tea Moments,beginner,tea_moments_040,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_041,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_042,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_043,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_044,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_045,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_046,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_047,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_048,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_049,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_050,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_051,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_052,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_053,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_054,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_055,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_056,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_057,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_058,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_059,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_060,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_061,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_062,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_063,beginner,78,beginner,78,42,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_064,beginner,80,beginner,80,42,true,1,true,hidden_single|naked_single
tea_moments,Tea Moments,beginner,tea_moments_065,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_066,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_067,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_068,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_069,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_070,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_071,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_072,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_073,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_074,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_075,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_076,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_077,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_078,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_079,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_080,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_081,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_082,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_083,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_084,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_085,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_086,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_087,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_088,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_089,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_090,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_091,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_092,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_093,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_094,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_095,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_096,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_097,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_098,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_099,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_100,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_101,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_102,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_103,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_104,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_105,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_106,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_107,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_108,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_109,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_110,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_111,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_112,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_113,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_114,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_115,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_116,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_117,beginner,80,beginner,80,41,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_118,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_119,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_120,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_121,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_122,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_123,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_124,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_125,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_126,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_127,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_128,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_129,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_130,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_131,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_132,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_133,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_134,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_135,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_136,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_137,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_138,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_139,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_140,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_141,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_142,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_143,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_144,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_145,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_146,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_147,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_148,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_149,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_150,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_151,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_152,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_153,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_154,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_155,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_156,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_157,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_158,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_159,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_160,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_161,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_162,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_163,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_164,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_165,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_166,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_167,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_168,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_169,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_170,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_171,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_172,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_173,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_174,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_175,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_176,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_177,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_178,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_179,beginner,82,beginner,82,40,true,1,true,naked_single
tea_moments,Tea Moments,beginner,tea_moments_180,beginner,86,beginner,86,40,true,1,true,hidden_single|naked_single
foundation,Foundation,beginner,foundation_001,beginner,82,beginner,82,40,true,1,true,naked_single
foundation,Foundation,beginner,foundation_002,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_003,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_004,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_005,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_006,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_007,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_008,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_009,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_010,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_011,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_012,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_013,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_014,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_015,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_016,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_017,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_018,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_019,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_020,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_021,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_022,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_023,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_024,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_025,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_026,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_027,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_028,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_029,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_030,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_031,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_032,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_033,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_034,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_035,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_036,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_037,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_038,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_039,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_040,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_041,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_042,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_043,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_044,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_045,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_046,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_047,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_048,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_049,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_050,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_051,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_052,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_053,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_054,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_055,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_056,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_057,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_058,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_059,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_060,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_061,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_062,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_063,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_064,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_065,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_066,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_067,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_068,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_069,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_070,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_071,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_072,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_073,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_074,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_075,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_076,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_077,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_078,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_079,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_080,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_081,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_082,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_083,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_084,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_085,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_086,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_087,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_088,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_089,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_090,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_091,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_092,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_093,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_094,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_095,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_096,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_097,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_098,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_099,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_100,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_101,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_102,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_103,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_104,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_105,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_106,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_107,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_108,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_109,beginner,84,beginner,84,39,true,1,true,naked_single
foundation,Foundation,beginner,foundation_110,beginner,84,beginner,84,39,true,1,true,naked_single
