id,title,asset,givens_81,solution_81,clues,stored_difficulty,stored_score,rerated_difficulty,rerated_score,human_solved,solution_count,step_count,required_techniques,technique_counts,ranked_eligible,audit_reason
extreme_065,Expert Challenge 65,assets/puzzles/extreme/extreme_03.json,000007196000000000001340000403005000000000007000070581750000000000050800190006070,342587196587961234961342758473815962815629347629473581754198623236754819198236475,23,expert,259,expert,259,true,1,71,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:12|hidden_pair:5|naked_pair:1|pointing_pair:5|naked_single:46|x_wing:2,true,Re-rated above Expert threshold by current solver score.
extreme_066,Expert Challenge 66,assets/puzzles/extreme/extreme_03.json,680000005000000100307680000500800307000006000024900000000000020009000014000230500,681492735492357168357681249516824397973516482824973651765148923239765814148239576,23,expert,259,expert,259,true,1,74,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:11|hidden_pair:3|naked_pair:6|naked_single:47|pointing_pair:7,true,Re-rated above Expert threshold by current solver score.
extreme_060,Expert Challenge 60,assets/puzzles/extreme/extreme_02.json,020000000007302080600000001032080450000723000060000000016000900805037000900000800,321648597597312684684579321732186459459723168168495732216854973845937216973261845,25,expert,258,expert,258,true,1,70,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,naked_single:46|hidden_single:10|hidden_pair:4|pointing_pair:5|naked_pair:3|x_wing:2,true,Re-rated above Expert threshold by current solver score.
extreme_061,Expert Challenge 61,assets/puzzles/extreme/extreme_03.json,000000200800471006000038000350040000004000002000000870000000620065000001970050000,147965283823471956596238417352847169784196532619523874438719625265384791971652348,23,expert,258,expert,258,true,1,73,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,naked_single:49|hidden_single:9|naked_pair:5|hidden_pair:2|pointing_pair:7|x_wing:1,true,Re-rated above Expert threshold by current solver score.
extreme_062,Expert Challenge 62,assets/puzzles/extreme/extreme_03.json,000080206006970000080000901500739000000000012000500000020005000300000100000340008,971483256256971483483256971512739864739864512864512739628195347347628195195347628,23,expert,258,expert,258,true,1,73,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,naked_single:49|hidden_single:9|naked_pair:5|hidden_pair:3|pointing_pair:6|x_wing:1,true,Re-rated above Expert threshold by current solver score.
extreme_063,Expert Challenge 63,assets/puzzles/extreme/extreme_03.json,000100060008000009060003040000000000257000000009681000000370000000000270002090605,923148567148765329765923841681257934257439186439681752516372498894516273372894615,22,expert,258,expert,258,true,1,75,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:14|naked_pair:9|naked_single:45|hidden_pair:4|pointing_pair:3,true,Re-rated above Expert threshold by current solver score.
extreme_059,Expert Challenge 59,assets/puzzles/extreme/extreme_02.json,000015060000300079002000400000164030000000046010200005100780000954000000000000010,789415362541326879632897451895164237327958146416273985163782594954631728278549613,24,expert,257,expert,257,true,1,73,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,naked_single:38|hidden_single:19|hidden_pair:2|naked_pair:10|pointing_pair:4,true,Re-rated above Expert threshold by current solver score.
extreme_056,Expert Challenge 56,assets/puzzles/extreme/extreme_02.json,000006700000003064005080100300860000000000010072430000589000040100958300700000000,231546798897123564465789132314865279658297413972431856589372641146958327723614985,26,expert,256,expert,256,true,1,70,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:13|pointing_pair:4|naked_pair:5|naked_single:42|hidden_pair:5|x_wing:1,true,Re-rated above Expert threshold by current solver score.
extreme_057,Expert Challenge 57,assets/puzzles/extreme/extreme_02.json,567900000000600800000010000002500000009070600000030071230000508000895400000000000,567948312123657849498213756712586934349172685856439271234761598671895423985324167,23,expert,256,expert,256,true,1,73,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:11|hidden_pair:5|naked_pair:3|pointing_pair:7|naked_single:47,true,Re-rated above Expert threshold by current solver score.
extreme_058,Expert Challenge 58,assets/puzzles/extreme/extreme_02.json,000000000072690000000051407008000060000520000730000580180005000000000000200360090,851472639472693815693851427528734961916528743734916582189245376367189254245367198,23,expert,256,expert,256,true,1,74,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:14|naked_pair:9|hidden_pair:4|pointing_pair:3|naked_single:44,true,Re-rated above Expert threshold by current solver score.
extreme_053,Expert Challenge 53,assets/puzzles/extreme/extreme_02.json,000930040070002009083000001000320080000000900092080106000700000230000050000010400,126938745574162839983547261617329584458671923392485176849756312231894657765213498,24,expert,255,expert,255,true,1,70,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:10|hidden_pair:2|pointing_pair:8|naked_pair:1|x_wing:2|naked_single:47,true,Re-rated above Expert threshold by current solver score.
extreme_054,Expert Challenge 54,assets/puzzles/extreme/extreme_02.json,384000000000000070000950004000004009100000000702100050000000030508070620430010000,384267915915348276276951384853724169169835742742196853621589437598473621437612598,23,expert,255,expert,255,true,1,72,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,naked_single:43|hidden_single:15|naked_pair:5|hidden_pair:1|pointing_pair:7|x_wing:1,true,Re-rated above Expert threshold by current solver score.
extreme_055,Expert Challenge 55,assets/puzzles/extreme/extreme_02.json,050030700001050000000700860010060000467500000000302000000000902080905000000000640,856239714741856293239741865312467589467598321598312476173684952684925137925173648,23,expert,255,expert,255,true,1,73,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,naked_single:46|hidden_single:12|naked_pair:4|hidden_pair:3|pointing_pair:8,true,Re-rated above Expert threshold by current solver score.
extreme_049,Expert Challenge 49,assets/puzzles/extreme/extreme_02.json,002006000009000300587000409904800000010000000000050178400100000020003705000000280,132946857649785312587231469954817623718362594263459178475128936821693745396574281,25,expert,254,expert,254,true,1,72,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:6|naked_pair:4|naked_single:50|hidden_pair:3|pointing_pair:9,true,Re-rated above Expert threshold by current solver score.
extreme_050,Expert Challenge 50,assets/puzzles/extreme/extreme_02.json,050000036000008000410000507904006001000007200080090000000400008309000000065020090,758142936693578124412963587924356871536817249187294365271439658349685712865721493,24,expert,254,expert,254,true,1,71,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,naked_single:45|hidden_single:12|pointing_pair:8|hidden_pair:2|x_wing:1|naked_pair:3,true,Re-rated above Expert threshold by current solver score.
extreme_051,Expert Challenge 51,assets/puzzles/extreme/extreme_02.json,700024510000000876000000000006001300010007080503000000050000062000410000000090105,768924513942153876135786294896241357214537689573869421451378962629415738387692145,24,expert,254,expert,254,true,1,71,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:16|hidden_pair:2|naked_pair:5|pointing_pair:6|naked_single:41|x_wing:1,true,Re-rated above Expert threshold by current solver score.
extreme_052,Expert Challenge 52,assets/puzzles/extreme/extreme_02.json,008000000010400300005700098530006000200040509000000070000080054000003100080900000,498365712712498365365712498539276841276841539841539276623187954954623187187954623,23,expert,254,expert,254,true,1,69,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:17|naked_pair:1|naked_single:41|hidden_pair:3|pointing_pair:4|x_wing:3,true,Re-rated above Expert threshold by current solver score.
extreme_045,Expert Challenge 45,assets/puzzles/extreme/extreme_02.json,050000370000073100060090008070010000005008009000000830000100900610200000509004060,951842376482673195763591248378916524245738619196425837834167952617259483529384761,25,expert,253,expert,253,true,1,69,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:12|hidden_pair:4|naked_pair:2|pointing_pair:5|x_wing:2|naked_single:44,true,Re-rated above Expert threshold by current solver score.
extreme_046,Expert Challenge 46,assets/puzzles/extreme/extreme_02.json,030010000208000901790000060000590000000000600104006700000000190307020800012000007,635719428248653971791284365863597214579142683124836759486375192357921846912468537,25,expert,253,expert,253,true,1,71,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:8|naked_pair:5|pointing_pair:7|x_wing:1|naked_single:48|hidden_pair:2,true,Re-rated above Expert threshold by current solver score.
extreme_047,Expert Challenge 47,assets/puzzles/extreme/extreme_02.json,000000230050000000910532080000210800300600009805000300100800000000004090076000000,648179235253486971917532684794213856321658749865947312139825467582764193476391528,24,expert,253,expert,253,true,1,70,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:16|naked_single:41|hidden_pair:2|pointing_pair:9|naked_pair:1|x_wing:1,true,Re-rated above Expert threshold by current solver score.
extreme_048,Expert Challenge 48,assets/puzzles/extreme/extreme_02.json,200035600870900000000000000600300000050700000087400095000010200318000049000000030,249135687876942153531678924624359718953781462187426395495813276318267549762594831,24,expert,253,expert,253,true,1,73,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,naked_single:48|hidden_single:9|naked_pair:7|hidden_pair:4|pointing_pair:5,true,Re-rated above Expert threshold by current solver score.
extreme_040,Expert Challenge 40,assets/puzzles/extreme/extreme_02.json,035060000800000530000001900000400093004100000300076002080007010000010300502000040,135968724869724531427531968678452193254193876391876452983647215746215389512389647,25,expert,252,expert,252,true,1,71,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:9|naked_pair:10|hidden_pair:1|pointing_pair:2|naked_single:47|x_wing:2,true,Re-rated above Expert threshold by current solver score.
extreme_041,Expert Challenge 41,assets/puzzles/extreme/extreme_02.json,000050012000008300057900000080100004070000000620503070000000731000006000840001000,468357912912468357357912468583179624179624583624583179296845731731296845845731296,24,expert,252,expert,252,true,1,70,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:9|hidden_pair:4|naked_pair:2|pointing_pair:5|x_wing:2|naked_single:48,true,Re-rated above Expert threshold by current solver score.
extreme_042,Expert Challenge 42,assets/puzzles/extreme/extreme_02.json,340008070100300000000097003000000005400020010006000730010200600000060040809700000,342658971197342586658197423981473265473526819526981734714235698235869147869714352,24,expert,252,expert,252,true,1,69,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:18|hidden_pair:4|naked_pair:2|pointing_pair:4|x_wing:2|naked_single:39,true,Re-rated above Expert threshold by current solver score.
extreme_043,Expert Challenge 43,assets/puzzles/extreme/extreme_02.json,000380250030009000000000084000008005600401020290000000000800570000006800903000000,167384259834259617529617384341928765675431928298765431416893572752146893983572146,23,expert,252,expert,252,true,1,72,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:16|pointing_pair:9|hidden_pair:2|naked_pair:3|naked_single:42,true,Re-rated above Expert threshold by current solver score.
extreme_044,Expert Challenge 44,assets/puzzles/extreme/extreme_02.json,500030400400000009009001060000600090072000000300005002000000048023008100900000020,567239481481567239239481567815672394672394815394815672156723948723948156948156723,23,expert,252,expert,252,true,1,72,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:8|hidden_pair:4|naked_pair:3|pointing_pair:6|x_wing:1|naked_single:50,true,Re-rated above Expert threshold by current solver score.
extreme_035,Expert Challenge 35,assets/puzzles/extreme/extreme_02.json,050003000400000900007000410000008700000020001020691000500000002060830009030009100,956413287413287956287956413691348725348725691725691348579164832164832579832579164,24,expert,251,expert,251,true,1,71,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,naked_single:48|hidden_single:9|hidden_pair:5|naked_pair:3|pointing_pair:5|x_wing:1,true,Re-rated above Expert threshold by current solver score.
extreme_036,Expert Challenge 36,assets/puzzles/extreme/extreme_02.json,600000000008050030000632001401089600089000000070000005000010000000703002790000500,632148759148957236957632841421589673589376124376421985264815397815793462793264518,24,expert,251,expert,251,true,1,69,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:9|hidden_pair:3|naked_pair:2|pointing_pair:4|x_wing:3|naked_single:48,true,Re-rated above Expert threshold by current solver score.
extreme_037,Expert Challenge 37,assets/puzzles/extreme/extreme_02.json,034000000500210000020006000000090000200850009010000300000034007000000160897000400,634785921578219634921346578385197246246853719719462385162534897453978162897621453,23,expert,251,expert,251,true,1,73,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,pointing_pair:6|hidden_pair:5|hidden_single:8|naked_pair:4|naked_single:50,true,Re-rated above Expert threshold by current solver score.
extreme_038,Expert Challenge 38,assets/puzzles/extreme/extreme_02.json,007043000610000000000900000002060017000200009900100300070000000005000061403600800,527843196619725483348916275832469517751238649964157328176582934285394761493671852,23,expert,251,expert,251,true,1,71,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:18|pointing_pair:7|naked_pair:4|hidden_pair:1|naked_single:40|x_wing:1,true,Re-rated above Expert threshold by current solver score.
extreme_039,Expert Challenge 39,assets/puzzles/extreme/extreme_02.json,000641000725000000100020000000800600078006502000010000200000093800000000000162000,389641725725983146146527389512879634978436512634215978261758493857394261493162857,23,expert,251,expert,251,true,1,73,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:10|naked_pair:5|naked_single:48|hidden_pair:4|pointing_pair:6,true,Re-rated above Expert threshold by current solver score.
extreme_028,Expert Challenge 28,assets/puzzles/extreme/extreme_01.json,501000009080504000000070040020000450198000000000702000000306208300820010002090060,541263789987514632236978145723189456198645327654732891419356278365827914872491563,27,expert,250,expert,250,true,1,68,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:6|hidden_pair:3|naked_pair:3|pointing_pair:6|naked_single:48|x_wing:2,true,Re-rated above Expert threshold by current solver score.
extreme_029,Expert Challenge 29,assets/puzzles/extreme/extreme_01.json,090000003006500010100000209940700800000050000001302000007200040050090708000008020,592147683836529417174863259945716832328954176761382594687235941253491768419678325,25,expert,250,expert,250,true,1,67,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,naked_single:43|hidden_single:13|naked_pair:3|hidden_pair:2|pointing_pair:2|x_wing:4,true,Re-rated above Expert threshold by current solver score.
extreme_030,Expert Challenge 30,assets/puzzles/extreme/extreme_01.json,000030920007000000460900001000000030140000005009800400030700050004006700000000362,851634927297518643463972581785461239146293875329857416632789154514326798978145362,24,expert,250,expert,250,true,1,69,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:16|hidden_pair:2|naked_pair:2|pointing_pair:6|x_wing:2|naked_single:41,true,Re-rated above Expert threshold by current solver score.
extreme_031,Expert Challenge 31,assets/puzzles/extreme/extreme_02.json,000002008207006000000340000350090000000708065000000190091000030500030000000007002,934172658217856943685349271356491827149728365872563194791285436528634719463917582,23,expert,250,expert,250,true,1,72,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:12|naked_pair:6|naked_single:46|hidden_pair:3|pointing_pair:4|x_wing:1,true,Re-rated above Expert threshold by current solver score.
extreme_032,Expert Challenge 32,assets/puzzles/extreme/extreme_02.json,420001500000000000900600840200000000000809370010000908000400709002080000000300050,428791536365248197971635842289173465654829371713564928136452789542987613897316254,23,expert,250,expert,250,true,1,70,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:14|hidden_pair:3|naked_pair:2|pointing_pair:5|x_wing:2|naked_single:44,true,Re-rated above Expert threshold by current solver score.
extreme_033,Expert Challenge 33,assets/puzzles/extreme/extreme_02.json,820000000900000165100003000000106400000000500097050010001400000050000209000068000,824615973973284165165793824582136497316947582497852316731429658658371249249568731,23,expert,250,expert,250,true,1,70,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:20|pointing_pair:9|naked_single:38|naked_pair:1|x_wing:1|hidden_pair:1,true,Re-rated above Expert threshold by current solver score.
extreme_034,Expert Challenge 34,assets/puzzles/extreme/extreme_02.json,000700003000060000005002781071050000000290004000004008000005000000400030914800000,249781563187563942365942781471358296853296174692174358738625419526419837914837625,23,expert,250,expert,250,true,1,73,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:9|hidden_pair:1|naked_pair:5|pointing_pair:9|naked_single:49,true,Re-rated above Expert threshold by current solver score.
extreme_023,Expert Challenge 23,assets/puzzles/extreme/extreme_01.json,108004300000006070009500010402030060000005001380000000003080200000400000000051080,168974325235816479749523618452138967697245831381769542513687294876492153924351786,24,expert,249,expert,249,true,1,69,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:15|hidden_pair:1|pointing_pair:7|naked_single:42|naked_pair:2|x_wing:2,true,Re-rated above Expert threshold by current solver score.
extreme_024,Expert Challenge 24,assets/puzzles/extreme/extreme_01.json,000000000834000000000080521000002006400100900709340008000600004000014005008000030,215769483834521769697483521581972346463158972729346158952637814376814295148295637,24,expert,249,expert,249,true,1,72,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:14|hidden_pair:3|naked_single:43|naked_pair:7|pointing_pair:5,true,Re-rated above Expert threshold by current solver score.
