id,title,asset,givens_81,solution_81,clues,stored_difficulty,stored_score,rerated_difficulty,rerated_score,human_solved,solution_count,step_count,required_techniques,technique_counts,ranked_eligible,audit_reason
mastery_121,Mastery 121,assets/puzzles/mastery/mastery_03.json,070400000086305001200080030000000004005007106702060050600000019400000072020100680,573412968986375241214689537169538724835247196742961853658723419491856372327194685,29,hard,185,medium,148,true,1,56,hidden_single|naked_pair|naked_single,naked_single:36|hidden_single:16|naked_pair:4,true,Requires naked_pair; current rater classifies the puzzle as medium with score 148.
mastery_196,Mastery 196,assets/puzzles/mastery/mastery_04.json,000310098002960000000007100004000000100020054009000713890000020200090401001030005,457312698312968547968457132584173269173629854629584713895741326236895471741236985,28,hard,185,medium,148,true,1,56,hidden_single|naked_pair|naked_single|pointing_pair,naked_single:36|hidden_single:17|naked_pair:1|pointing_pair:2,true,"Requires naked_pair, pointing_pair; current rater classifies the puzzle as medium with score 148."
mastery_038,Mastery 38,assets/puzzles/mastery/mastery_01.json,000600900940003000000094273002030000860001300005986000003000640050400000604012080,237658914941723568586194273412537896869241357375986421123875649758469132694312785,30,hard,185,medium,146,true,1,55,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:10|naked_pair:1|hidden_pair:2|pointing_pair:1|naked_single:41,true,"Requires hidden_pair, naked_pair, pointing_pair; current rater classifies the puzzle as medium with score 146."
mastery_083,Mastery 83,assets/puzzles/mastery/mastery_02.json,030005000002010000000827341100000000203590760070000009004150000900008105005009200,431965872782314956596827341159786423243591768678432519824153697967248135315679284,29,hard,185,medium,146,true,1,56,hidden_pair|hidden_single|naked_pair|naked_single,hidden_single:12|naked_single:40|naked_pair:3|hidden_pair:1,true,"Requires hidden_pair, naked_pair; current rater classifies the puzzle as medium with score 146."
mastery_102,Mastery 102,assets/puzzles/mastery/mastery_02.json,040080007006901000285000000350700090000200704007008053603400000070000326500020000,149582637736941582285637941352764198891253764467198253623479815974815326518326479,29,hard,185,medium,146,true,1,55,hidden_pair|hidden_single|naked_pair|naked_single,naked_single:35|hidden_single:17|naked_pair:1|hidden_pair:2,true,"Requires hidden_pair, naked_pair; current rater classifies the puzzle as medium with score 146."
mastery_104,Mastery 104,assets/puzzles/mastery/mastery_02.json,309000802020370060050000007000701000091000204508000009407905000900002473080000000,379156842824379165156824397243791586791568234568243719437915628915682473682437951,29,hard,185,medium,146,true,1,56,hidden_single|naked_pair|naked_single|pointing_pair,naked_single:42|hidden_single:10|naked_pair:2|pointing_pair:2,true,"Requires naked_pair, pointing_pair; current rater classifies the puzzle as medium with score 146."
mastery_160,Mastery 160,assets/puzzles/mastery/mastery_03.json,230948000750000000004710000000000000010300028040091003020000000190607034005430000,236948517751263849984715362367824195519376428842591673423189756198657234675432981,28,hard,185,medium,146,true,1,58,hidden_single|naked_pair|naked_single,naked_single:48|hidden_single:5|naked_pair:5,true,Requires naked_pair; current rater classifies the puzzle as medium with score 146.
mastery_099,Mastery 99,assets/puzzles/mastery/mastery_02.json,407300005090000700001002093000600000080950076004200510000000950700095040000160007,427389165398516724561472893915647382283951476674238519146723958732895641859164237,29,hard,185,medium,145,true,1,56,hidden_single|naked_pair|naked_single|pointing_pair,naked_single:43|hidden_single:9|naked_pair:2|pointing_pair:2,true,"Requires naked_pair, pointing_pair; current rater classifies the puzzle as medium with score 145."
mastery_114,Mastery 114,assets/puzzles/mastery/mastery_02.json,000300706005014000000007019000100000600040025000503070570061002100090500829005000,491382756765914283238657419352176948617849325984523671573461892146298537829735164,29,hard,185,medium,145,true,1,55,hidden_pair|hidden_single|naked_pair|naked_single,hidden_single:18|naked_single:34|naked_pair:2|hidden_pair:1,true,"Requires hidden_pair, naked_pair; current rater classifies the puzzle as medium with score 145."
mastery_118,Mastery 118,assets/puzzles/mastery/mastery_02.json,004000198000000004010027000087340010100000403043000020000298040000106002090070060,724653198356819274918427536287345619169782453543961827631298745475136982892574361,29,hard,185,medium,145,true,1,56,hidden_pair|hidden_single|naked_pair|naked_single,hidden_single:11|naked_single:41|naked_pair:3|hidden_pair:1,true,"Requires hidden_pair, naked_pair; current rater classifies the puzzle as medium with score 145."
mastery_207,Mastery 207,assets/puzzles/mastery/mastery_04.json,180000060004000030000045701001700000070003040300016200000207609006100000723009000,187392465564871932239645781641728593872953146395416278418237659956184327723569814,28,hard,185,medium,145,true,1,56,hidden_pair|hidden_single|naked_pair|naked_single,naked_single:37|hidden_single:16|naked_pair:2|hidden_pair:1,true,"Requires hidden_pair, naked_pair; current rater classifies the puzzle as medium with score 145."
mastery_137,Mastery 137,assets/puzzles/mastery/mastery_03.json,000040560080170300004000009001800006000217804800050000000095421400080000750000080,197342568586179342324568179271834956965217834843956217638795421412683795759421683,29,hard,185,medium,144,true,1,56,hidden_single|naked_pair|naked_single,naked_single:40|hidden_single:12|naked_pair:4,true,Requires naked_pair; current rater classifies the puzzle as medium with score 144.
mastery_249,Mastery 249,assets/puzzles/mastery/mastery_05.json,000002098007006004000100207503029000000860500100030970400050000700200001000004035,314572698257986314698143257543729186972861543186435972461357829735298461829614735,28,hard,185,medium,144,true,1,56,hidden_single|naked_single|pointing_pair,naked_single:42|hidden_single:11|pointing_pair:3,true,Requires pointing_pair; current rater classifies the puzzle as medium with score 144.
mastery_001,Mastery 01,assets/puzzles/mastery/mastery_01.json,179800200030200000400971800390080100080100009020000460200319680800000000910650700,179835246538264917462971853395486172684127539721593468247319685856742391913658724,34,hard,185,medium,143,true,1,51,hidden_pair|hidden_single|naked_single|pointing_pair,hidden_single:13|hidden_pair:1|naked_single:34|pointing_pair:3,true,"Requires hidden_pair, pointing_pair; current rater classifies the puzzle as medium with score 143."
mastery_020,Mastery 20,assets/puzzles/mastery/mastery_01.json,000900600580406002060010000000064230000702080000000405003040720200090048458020090,132958674589476312764213859891564237645732981327189465913845726276391548458627193,31,hard,185,medium,143,true,1,54,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:11|naked_pair:2|naked_single:39|hidden_pair:1|pointing_pair:1,true,"Requires hidden_pair, naked_pair, pointing_pair; current rater classifies the puzzle as medium with score 143."
mastery_086,Mastery 86,assets/puzzles/mastery/mastery_02.json,710060002008030041000000089001000800830050096400003500100308070000700064007000900,714869352698532741325471689571946823832157496469283517146398275983725164257614938,29,hard,185,medium,143,true,1,55,hidden_pair|hidden_single|naked_single|pointing_pair,naked_single:40|hidden_single:12|hidden_pair:1|pointing_pair:2,true,"Requires hidden_pair, pointing_pair; current rater classifies the puzzle as medium with score 143."
mastery_048,Mastery 48,assets/puzzles/mastery/mastery_01.json,407600010010000090600080704040030900029710000503802000000060001070040089906000050,437659812218473596695281734741536928829714365563892147354968271172345689986127453,30,hard,185,medium,142,true,1,55,hidden_single|naked_pair|naked_single|pointing_pair,naked_single:43|hidden_single:8|naked_pair:2|pointing_pair:2,true,"Requires naked_pair, pointing_pair; current rater classifies the puzzle as medium with score 142."
mastery_184,Mastery 184,assets/puzzles/mastery/mastery_04.json,300509400000001802000083000010300740007120060600900000083000004060002000240000970,328569417956741832174283695812356749497128563635974281583697124769412358241835976,28,hard,185,medium,142,true,1,56,hidden_pair|hidden_single|naked_pair|naked_single,naked_single:40|hidden_single:13|hidden_pair:1|naked_pair:2,true,"Requires hidden_pair, naked_pair; current rater classifies the puzzle as medium with score 142."
mastery_013,Mastery 13,assets/puzzles/mastery/mastery_01.json,000007120597000000060003509004350000059000048700084090000070000900628400008435007,843597126597162834162843579284359761359716248716284395435971682971628453628435917,32,hard,185,medium,141,true,1,53,hidden_pair|hidden_single|naked_pair|naked_single,naked_single:36|hidden_single:13|naked_pair:3|hidden_pair:1,true,"Requires hidden_pair, naked_pair; current rater classifies the puzzle as medium with score 141."
mastery_044,Mastery 44,assets/puzzles/mastery/mastery_01.json,000408007420000000000501080000004309090205708004090200163002900000103005850040000,531428697428679513679531482215784369396215748784396251163852974947163825852947136,30,hard,185,medium,141,true,1,54,hidden_pair|hidden_single|naked_single|pointing_pair,naked_single:39|hidden_single:12|hidden_pair:1|pointing_pair:2,true,"Requires hidden_pair, pointing_pair; current rater classifies the puzzle as medium with score 141."
mastery_110,Mastery 110,assets/puzzles/mastery/mastery_02.json,408060000000201005007580600001000358080010007070005096009006004010000003705090000,458963712396271845127584639961742358583619427274835196839126574612457983745398261,29,hard,185,medium,141,true,1,55,hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:14|naked_single:38|naked_pair:2|pointing_pair:1,true,"Requires naked_pair, pointing_pair; current rater classifies the puzzle as medium with score 141."
mastery_229,Mastery 229,assets/puzzles/mastery/mastery_04.json,000000090607000015000351004502010800000070020070000430005000080030900150060125000,351647298647289315289351674592413867413876529876592431125734986734968152968125743,28,hard,185,medium,141,true,1,55,hidden_pair|hidden_single|naked_pair|naked_single,hidden_single:19|naked_pair:1|naked_single:34|hidden_pair:1,true,"Requires hidden_pair, naked_pair; current rater classifies the puzzle as medium with score 141."
mastery_039,Mastery 39,assets/puzzles/mastery/mastery_01.json,107059020000100000000030600002413008400000092070000001009002000524060070310700204,167859423243176985895234617952413768431687592678925341789542136524361879316798254,30,hard,185,medium,140,true,1,54,hidden_single|naked_pair|naked_single|pointing_pair,naked_single:36|hidden_single:15|naked_pair:2|pointing_pair:1,true,"Requires naked_pair, pointing_pair; current rater classifies the puzzle as medium with score 140."
mastery_091,Mastery 91,assets/puzzles/mastery/mastery_02.json,078460020003000040000201700000070400800010937090800061080000009502003000000708050,978465123213987546456231798621379485845612937397854261784526319562193874139748652,29,hard,185,medium,140,true,1,54,hidden_single|naked_single|pointing_pair,naked_single:34|hidden_single:18|pointing_pair:2,true,Requires pointing_pair; current rater classifies the puzzle as medium with score 140.
mastery_145,Mastery 145,assets/puzzles/mastery/mastery_03.json,000000002060000170508000306040001037006000000109060004900100403204800001017300090,791634852463285179528917346842591637376428915159763284985176423234859761617342598,29,hard,185,medium,140,true,1,55,hidden_single|naked_pair|naked_single|pointing_pair,naked_single:39|hidden_single:13|naked_pair:2|pointing_pair:1,true,"Requires naked_pair, pointing_pair; current rater classifies the puzzle as medium with score 140."
mastery_262,Mastery 262,assets/puzzles/mastery/mastery_05.json,001450080002000100030070040004010050500064070000009006605080000103000564290000000,971452683452836197836971245364718952529364871718529436645183729183297564297645318,28,hard,185,medium,140,true,1,55,hidden_single|naked_pair|naked_single,hidden_single:20|naked_single:33|naked_pair:2,true,Requires naked_pair; current rater classifies the puzzle as medium with score 140.
mastery_006,Mastery 06,assets/puzzles/mastery/mastery_01.json,600905010300000486701408000200007500007090100900103000500000728000002045072000301,648935217395271486721468953213847569487596132956123874564319728139782645872654391,32,hard,185,medium,139,true,1,53,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,naked_single:42|hidden_single:7|hidden_pair:1|pointing_pair:2|naked_pair:1,true,"Requires hidden_pair, naked_pair, pointing_pair; current rater classifies the puzzle as medium with score 139."
mastery_178,Mastery 178,assets/puzzles/mastery/mastery_03.json,000241900010597000509003000105068043000300090000050600000970300820000000000030050,638241975214597836579683412195768243786324591342159687451976328823415769967832154,28,hard,185,medium,139,true,1,56,hidden_single|naked_pair|naked_single|pointing_pair,naked_single:43|hidden_single:10|naked_pair:2|pointing_pair:1,true,"Requires naked_pair, pointing_pair; current rater classifies the puzzle as medium with score 139."
mastery_202,Mastery 202,assets/puzzles/mastery/mastery_04.json,900002804000400005600510000400300608008000050023000000000200006150003000376908500,915732864237486195684519327491325678768194253523867941849251736152673489376948512,28,hard,185,medium,139,true,1,55,hidden_single|naked_single|pointing_pair,naked_single:38|hidden_single:15|pointing_pair:2,true,Requires pointing_pair; current rater classifies the puzzle as medium with score 139.
mastery_230,Mastery 230,assets/puzzles/mastery/mastery_04.json,000001000000700096740809000002000000007400609038600070070300000900104360306025000,869251734251743896743869215692517483517438629438692571174386952925174368386925147,28,hard,185,medium,139,true,1,56,hidden_single|naked_pair|naked_single|pointing_pair,naked_single:43|hidden_single:10|naked_pair:2|pointing_pair:1,true,"Requires naked_pair, pointing_pair; current rater classifies the puzzle as medium with score 139."
mastery_240,Mastery 240,assets/puzzles/mastery/mastery_04.json,850000003070002050600845000000284000000000706000063040002001060907320000400076000,854197623179632854623845179736284591248519736591763248382451967967328415415976382,28,hard,185,medium,139,true,1,56,hidden_single|naked_pair|naked_single,naked_single:41|hidden_single:12|naked_pair:3,true,Requires naked_pair; current rater classifies the puzzle as medium with score 139.
mastery_254,Mastery 254,assets/puzzles/mastery/mastery_05.json,000600080598000600000000024080000000720000450000085710010009040009054301000307800,142673589598142637673598124485721963721936458936485712317869245869254371254317896,28,hard,185,medium,139,true,1,56,hidden_single|naked_pair|naked_single,hidden_single:12|naked_pair:3|naked_single:41,true,Requires naked_pair; current rater classifies the puzzle as medium with score 139.
mastery_263,Mastery 263,assets/puzzles/mastery/mastery_05.json,001897002000300098800060100000100680080005930000000004000602000543018006000040000,351897462264351798897264153425139687786425931139786524918672345543918276672543819,28,hard,185,medium,139,true,1,56,hidden_single|naked_pair|naked_single|pointing_pair,naked_single:43|hidden_single:10|naked_pair:2|pointing_pair:1,true,"Requires naked_pair, pointing_pair; current rater classifies the puzzle as medium with score 139."
mastery_066,Mastery 66,assets/puzzles/mastery/mastery_02.json,001300800370000016000601750060500004000027600000108390050700028810006430000000000,691375842375284916284691753168539274539427681427168395956743128812956437743812569,30,hard,185,medium,138,true,1,54,hidden_single|naked_pair|naked_single|pointing_pair,naked_single:38|hidden_single:13|naked_pair:2|pointing_pair:1,true,"Requires naked_pair, pointing_pair; current rater classifies the puzzle as medium with score 138."
mastery_116,Mastery 116,assets/puzzles/mastery/mastery_02.json,000000168000005000002610040009001007000800051150340000000056020605000800020109076,547923168861475293392618745289561437734892651156347982918756324675234819423189576,29,hard,185,medium,138,true,1,55,hidden_pair|hidden_single|naked_pair|naked_single,hidden_single:11|naked_pair:2|hidden_pair:1|naked_single:41,true,"Requires hidden_pair, naked_pair; current rater classifies the puzzle as medium with score 138."
mastery_203,Mastery 203,assets/puzzles/mastery/mastery_04.json,030407001706008000800300076204000503000740060000500000408159000900000640007000000,532467981746918352891325476274896513153742869689531724468159237915273648327684195,28,hard,185,medium,138,true,1,55,hidden_pair|hidden_single|naked_single|pointing_pair,naked_single:39|hidden_single:14|hidden_pair:1|pointing_pair:1,true,"Requires hidden_pair, pointing_pair; current rater classifies the puzzle as medium with score 138."
mastery_007,Mastery 07,assets/puzzles/mastery/mastery_01.json,040800000600050000030060475482030000000507000075008003700300591063000007000000608,547823916691754382238169475482631759316597824975248163724386591863915247159472638,29,hard,185,medium,137,true,1,55,hidden_single|naked_pair|naked_single,naked_single:40|hidden_single:12|naked_pair:3,true,Requires naked_pair; current rater classifies the puzzle as medium with score 137.
mastery_042,Mastery 42,assets/puzzles/mastery/mastery_01.json,000000068060002709047060302070006030010905004030000200025493007000007500000020400,253749168861352749947168352478216935612935874539874216125493687394687521786521493,30,hard,185,medium,137,true,1,53,hidden_single|naked_single|pointing_pair,naked_single:34|hidden_single:17|pointing_pair:2,true,Requires pointing_pair; current rater classifies the puzzle as medium with score 137.
